Calories,Total Fat (g),Total Sugars (g),Carbohydrates (Carbs) (g),Protein (g),Cluster
522,31.9,4.7,61.0,26.5,1
734,26.1,48.2,23.0,19.1,2
250,30.2,34.6,41.4,46.0,2
209,30.6,2.9,82.3,8.2,1
223,19.5,0.4,80.1,37.6,0
381,20.5,25.2,44.9,19.0,1
435,20.9,15.5,69.5,32.5,0
283,37.1,10.8,16.0,48.5,2
266,34.7,27.5,83.6,24.1,1
471,4.7,19.7,50.9,46.1,0
329,29.6,31.3,6.2,30.7,2
497,3.9,36.7,23.3,38.1,2
561,28.6,37.7,69.8,2.4,1
790,19.8,47.3,12.4,33.6,2
625,34.5,22.5,44.0,7.1,1
341,23.6,41.8,87.9,11.9,0
259,20.6,26.7,77.8,0.1,1
549,30.3,13.4,82.9,39.1,0
651,35.0,24.9,35.8,33.7,2
353,11.8,14.1,34.5,2.4,1
254,28.1,46.7,16.9,14.6,2
436,7.4,14.4,39.0,48.2,0
248,31.7,16.7,70.5,13.4,1
687,17.2,0.2,78.7,3.6,0
51,15.9,30.7,45.8,1.3,1
416,28.5,47.4,47.6,9.8,2
101,20.3,9.1,3.8,4.0,1
526,12.5,31.7,10.1,42.1,2
539,10.2,21.8,63.7,2.7,0
519,31.7,36.1,47.4,34.3,2
224,8.8,22.9,65.0,0.3,1
440,33.5,33.5,19.4,38.2,2
447,26.1,40.9,50.2,31.2,2
688,32.6,12.5,40.3,4.3,1
300,10.1,31.2,3.3,22.8,2
521,19.8,9.2,39.0,40.5,2
127,20.8,32.8,84.4,28.1,0
594,21.8,45.9,62.6,27.4,2
532,6.4,6.5,20.1,35.3,0
454,30.5,9.3,91.3,39.4,0
672,22.0,3.0,33.2,1.8,1
158,3.8,27.6,81.8,13.6,0
530,32.3,30.6,40.9,49.4,2
619,2.9,12.0,44.0,24.3,0
393,1.5,30.9,9.0,33.5,2
339,20.2,33.5,20.1,21.5,2
448,0.3,3.8,33.3,0.8,1
95,38.1,26.3,97.0,21.3,1
709,27.8,38.0,72.5,7.7,0
618,28.2,10.0,79.4,27.2,0
262,17.6,14.4,55.4,4.5,1
439,5.5,19.4,42.3,38.5,0
241,36.1,27.7,36.1,39.3,2
68,15.0,27.7,84.3,4.7,1
362,14.5,25.6,9.9,21.4,2
457,3.2,13.1,34.9,15.8,0
217,27.3,13.5,86.9,15.4,1
110,19.1,48.3,93.4,11.1,0
549,32.6,31.6,21.6,42.6,2
686,13.0,1.3,90.0,13.2,0
287,34.4,12.5,20.6,4.6,1
781,36.2,21.3,18.6,34.2,2
619,28.3,24.8,79.9,38.8,0
549,2.6,8.4,92.8,19.5,0
618,4.7,41.5,38.9,11.4,0
762,31.0,45.5,68.7,21.0,2
153,29.5,4.6,5.7,1.4,1
631,34.8,19.6,13.5,26.3,2
737,32.5,14.2,51.8,18.6,1
482,7.4,19.0,48.7,4.4,0
131,33.1,45.4,74.1,7.2,1
550,7.3,1.4,41.9,13.3,0
387,36.3,1.2,71.4,30.4,1
325,18.6,15.1,40.9,48.1,2
434,36.6,40.2,46.1,25.9,2
651,34.2,2.2,86.0,5.7,1
686,20.6,4.4,47.4,27.0,0
86,30.6,23.4,48.2,15.3,1
672,23.4,47.5,13.4,35.5,2
200,7.1,11.5,7.3,14.0,1
294,0.9,25.3,46.4,43.8,0
229,26.9,31.2,25.4,10.1,1
58,12.4,2.2,4.2,8.8,1
197,0.1,33.6,37.1,11.1,0
525,37.1,19.3,61.6,49.5,2
629,2.3,1.6,68.4,29.1,0
727,4.8,34.7,51.5,24.1,0
798,31.8,26.0,79.7,29.7,2
210,31.7,47.2,18.9,25.8,2
716,8.4,19.0,27.2,37.8,2
575,38.8,43.5,2.8,21.0,2
362,3.6,47.7,46.3,32.2,0
623,30.4,44.5,1.3,12.0,2
696,27.1,25.7,79.7,3.3,0
664,6.5,10.8,25.0,12.0,0
661,36.5,27.5,2.6,7.5,2
640,34.3,40.2,47.9,27.4,2
421,30.3,41.7,36.5,25.3,2
684,4.8,1.5,9.5,43.3,2
394,24.8,5.1,38.3,49.7,2
599,10.2,40.5,74.8,21.9,0
533,38.6,48.1,26.4,32.3,2
132,19.8,12.7,86.8,1.9,1
252,33.6,19.8,33.6,45.5,2
419,3.7,43.2,29.1,42.9,2
688,10.2,13.0,26.5,25.7,0
509,31.8,34.6,34.2,18.9,2
133,14.8,31.8,23.2,12.9,1
138,12.6,28.0,57.0,35.1,0
393,9.8,32.6,54.0,47.1,0
705,3.3,28.2,28.7,13.8,0
535,7.9,1.1,48.4,27.2,0
93,3.4,19.3,47.2,33.1,0
257,36.3,37.6,70.8,41.2,2
781,28.5,21.2,12.4,35.7,2
543,19.1,14.2,32.8,6.8,1
736,19.0,46.2,62.4,17.6,2
120,14.1,38.3,51.2,1.2,1
700,34.1,4.2,77.0,14.1,1
590,15.3,24.4,39.6,2.4,1
455,10.4,1.9,66.9,15.6,0
288,18.5,42.2,52.4,31.3,2
698,15.2,45.8,76.1,3.5,0
593,17.2,30.1,31.5,15.7,2
330,4.8,48.3,89.6,13.4,0
329,28.5,39.6,74.8,7.4,1
582,31.5,35.0,24.2,29.0,2
721,1.6,37.9,41.8,25.4,0
729,35.7,41.6,28.9,26.6,2
254,23.3,6.0,43.4,2.1,1
168,32.1,1.0,5.9,38.5,1
208,1.3,20.5,88.9,28.1,0
100,33.1,14.5,50.5,25.9,1
577,3.5,27.6,55.5,10.7,0
361,38.5,1.0,87.2,0.4,1
289,31.0,35.3,64.0,25.7,1
432,15.3,27.3,12.6,43.3,2
69,31.0,11.0,59.5,46.0,1
188,28.3,32.0,25.4,30.2,2
433,8.2,15.8,81.4,44.2,0
506,7.9,33.5,33.5,23.8,2
413,10.2,30.4,98.2,47.7,0
732,38.9,23.1,77.6,28.9,2
182,18.8,39.8,17.2,19.1,2
468,2.4,29.8,67.5,34.1,0
371,34.2,35.6,6.1,31.5,2
414,5.7,17.0,13.4,46.5,2
520,18.7,42.2,44.1,42.2,2
746,39.7,43.2,37.9,34.6,2
700,25.0,49.1,40.7,14.5,2
652,2.5,1.2,55.3,47.2,0
142,32.6,15.3,89.7,21.4,1
178,33.6,27.3,50.0,7.3,1
97,13.3,5.5,90.9,18.4,1
629,26.4,42.7,84.1,9.1,0
611,25.0,22.2,26.3,44.9,2
439,0.1,1.3,13.8,25.9,0
127,0.7,43.8,36.5,49.2,2
515,24.4,25.1,18.6,49.2,2
253,18.1,34.9,44.2,1.5,1
116,37.8,2.7,51.5,33.3,1
754,20.6,8.2,35.0,6.2,1
494,27.3,43.8,65.2,2.5,1
88,37.8,35.3,60.6,17.0,1
202,34.3,0.1,47.3,46.7,1
742,20.3,23.1,70.7,46.5,0
237,39.7,15.0,0.1,35.1,1
700,2.7,6.7,92.7,38.7,0
94,39.9,30.6,25.8,29.5,1
568,31.7,19.9,73.0,45.4,2
551,9.5,15.8,78.1,47.9,0
203,36.9,43.2,89.1,10.6,1
353,6.6,21.1,65.5,0.8,0
777,14.5,38.5,71.5,27.1,0
242,37.8,3.2,30.7,33.5,1
671,22.5,46.3,56.8,22.9,2
368,31.2,11.0,1.0,8.6,1
356,19.2,41.2,45.3,39.7,2
268,21.1,23.3,24.9,13.1,1
442,15.3,43.8,12.9,40.6,2
681,28.2,21.2,54.2,2.6,1
774,33.0,1.8,16.6,29.8,2
349,3.7,10.6,81.4,45.8,0
643,27.2,14.7,92.9,23.8,0
776,8.1,2.0,34.5,49.9,0
332,2.6,4.7,99.6,45.4,0
667,10.3,17.1,93.3,37.6,0
216,25.6,22.9,66.3,16.9,1
562,19.4,48.0,7.2,40.8,2
401,16.9,47.3,4.8,0.6,2
684,35.0,42.3,82.4,48.8,2
445,9.0,18.0,74.8,35.7,0
112,11.4,24.4,31.2,30.8,1
88,7.3,32.2,9.3,42.9,2
484,34.1,7.0,89.0,32.8,1
492,37.8,34.8,47.0,21.7,2
186,16.3,39.0,79.1,39.7,0
100,10.7,22.4,84.8,16.7,0
267,25.1,11.9,33.5,3.2,1
407,0.1,44.8,67.0,10.6,0
98,10.6,9.0,73.1,45.0,0
778,11.6,1.3,90.0,11.1,0
735,19.7,27.9,32.6,24.8,2
755,35.0,1.4,65.0,48.1,2
323,6.6,37.8,2.9,40.5,2
457,29.3,33.9,48.2,31.5,2
792,22.5,10.0,72.2,1.9,0
444,6.3,36.4,4.8,44.9,2
530,7.9,32.2,57.0,8.6,0
55,12.3,45.5,37.4,23.0,2
77,28.9,10.3,34.5,48.3,1
415,26.6,29.0,65.3,19.9,1
55,33.2,39.6,89.4,30.0,1
307,25.4,29.1,68.2,30.5,1
188,35.2,6.7,13.4,35.3,1
426,7.9,25.8,89.6,8.0,0
620,25.8,25.1,12.7,16.5,2
465,15.3,12.1,4.1,14.9,1
448,3.1,38.1,78.9,28.3,0
581,10.2,37.3,72.1,42.2,0
412,34.7,45.1,77.2,42.9,2
153,16.6,39.5,20.2,33.5,2
540,7.4,8.0,89.2,8.2,0
635,7.0,32.1,85.0,40.1,0
569,5.6,7.7,36.1,44.9,0
622,0.2,27.3,99.0,13.3,0
600,13.6,43.9,70.3,8.6,0
771,29.3,9.9,14.3,19.2,2
638,28.8,28.9,45.2,11.7,2
292,31.9,8.8,30.6,32.4,1
624,2.7,31.7,4.2,8.6,2
284,23.1,28.9,23.0,30.2,2
773,27.9,22.9,81.7,43.5,0
666,34.7,18.4,49.1,3.6,1
677,13.4,48.4,41.6,46.3,2
166,4.5,4.2,82.2,47.6,0
624,21.0,29.7,18.8,13.7,2
745,34.2,32.1,33.1,23.6,2
555,39.4,21.4,64.2,16.3,1
185,19.7,33.0,63.9,32.6,0
55,14.7,47.5,31.8,47.4,2
271,5.7,49.0,90.4,32.6,0
107,24.7,33.7,33.4,41.7,2
107,12.5,22.1,27.3,43.6,2
569,14.6,5.3,50.7,49.6,0
416,26.0,20.7,98.8,13.1,0
639,25.6,30.3,68.6,38.9,2
730,10.7,11.9,75.8,44.2,0
104,8.4,11.7,99.6,19.3,0
221,21.9,0.4,72.0,33.0,1
468,39.1,49.1,73.2,46.2,2
203,36.4,2.7,29.8,8.5,1
556,5.4,2.8,44.7,10.7,0
705,7.9,20.4,59.7,33.2,0
424,39.1,27.6,1.4,36.4,2
576,14.8,16.7,16.4,36.5,2
383,15.5,30.5,40.7,43.9,2
506,6.1,48.6,66.5,6.1,0
275,35.9,23.1,28.3,47.8,2
214,24.7,7.2,21.8,16.0,1
299,4.6,48.4,92.9,3.9,0
229,24.0,5.7,61.2,18.8,1
319,15.2,3.5,58.0,30.1,0
577,14.1,48.9,45.9,32.8,2
449,23.5,33.7,96.3,11.0,0
252,19.5,41.6,62.0,3.8,1
768,10.4,48.8,87.0,4.5,0
783,35.7,27.4,19.3,9.1,2
193,39.4,28.3,80.3,15.3,1
503,30.0,4.3,72.7,33.9,1
781,21.1,4.3,82.4,4.0,0
665,19.2,28.8,34.1,38.8,2
523,27.1,27.2,81.8,38.3,0
799,36.7,10.3,4.2,5.3,1
377,23.7,5.9,12.1,27.3,1
201,39.5,6.9,49.1,2.3,1
132,29.3,5.4,55.9,47.6,1
66,12.2,11.2,30.6,43.6,1
678,18.9,9.5,13.6,0.5,1
90,1.1,43.6,79.8,10.4,0
412,28.3,13.6,63.1,19.3,1
680,21.6,39.9,48.1,33.7,2
592,31.0,29.2,60.2,13.4,1
180,34.0,45.8,86.1,45.5,2
115,24.3,30.5,18.4,21.9,1
258,30.6,33.7,30.7,30.2,2
558,34.3,0.9,51.0,15.5,1
328,17.9,3.5,65.5,22.9,1
199,3.0,26.0,68.2,22.1,0
121,15.9,10.6,16.8,10.6,1
50,16.7,34.6,52.5,42.9,2
436,12.8,31.8,88.1,4.1,0
228,38.1,16.7,10.9,37.9,2
257,28.6,37.1,92.3,23.8,0
581,2.9,41.6,2.9,23.0,2
459,33.8,8.0,52.5,13.3,1
765,36.2,48.8,90.7,25.3,2
490,3.9,9.7,52.1,16.3,0
203,19.8,12.3,13.7,42.6,2
306,37.8,16.9,13.9,31.0,1
209,5.9,40.5,72.5,22.8,0
415,32.4,19.8,95.5,8.6,1
596,8.9,3.3,49.4,14.5,0
429,25.2,13.2,67.0,35.3,0
243,16.1,8.5,6.6,14.3,1
740,25.9,3.7,57.5,33.7,0
531,35.9,36.8,78.3,44.0,2
766,19.7,7.3,65.6,30.7,0
546,23.8,22.7,4.6,46.9,2
635,37.2,13.3,51.2,39.3,2
472,35.8,41.8,56.6,9.3,1
338,9.5,31.7,33.8,17.5,0
128,19.5,43.7,75.6,10.1,1
220,24.1,31.3,73.2,30.8,0
435,7.8,19.7,83.1,7.9,0
707,3.9,44.4,80.2,12.8,0
153,14.3,16.9,96.5,20.3,0
703,35.5,27.8,88.3,13.0,0
757,6.7,27.1,92.7,6.4,0
689,38.4,9.8,31.7,48.5,2
326,17.6,37.8,52.9,22.1,2
434,16.8,43.5,33.6,7.8,2
216,20.1,28.5,8.5,34.2,2
673,17.8,15.7,65.0,14.2,0
619,17.1,12.5,44.9,34.9,0
133,21.6,41.8,68.1,46.5,2
300,2.6,49.1,88.9,44.3,0
618,15.4,13.2,76.1,5.2,0
251,35.9,11.2,62.2,49.8,1
350,5.1,10.5,59.0,5.6,0
522,17.8,42.3,79.9,25.2,0
670,31.0,38.0,3.5,6.6,2
96,27.4,42.1,24.4,35.2,2
785,26.3,48.2,75.4,45.7,2
670,21.5,37.1,64.1,18.2,0
315,22.6,43.3,41.7,14.2,2
530,6.5,28.3,94.1,17.1,0
632,32.7,21.5,70.1,9.6,1
649,3.4,45.7,53.4,5.5,0
248,31.0,49.7,96.8,37.8,2
640,20.9,32.5,77.5,5.7,0
112,3.9,3.1,79.3,31.9,0
662,0.1,12.0,71.6,25.1,0
642,16.6,35.5,29.3,4.4,2
554,21.1,3.2,79.2,23.6,0
138,11.6,36.5,67.9,20.3,0
553,14.6,13.6,18.9,10.8,1
774,38.9,33.1,21.0,11.4,2
331,10.4,45.3,30.8,35.3,2
314,32.7,15.5,70.6,24.2,1
739,22.8,33.7,54.3,43.0,2
583,4.3,45.3,54.4,15.4,0
507,22.7,16.5,79.8,41.8,0
472,36.5,29.4,44.8,30.2,2
386,35.0,44.7,9.1,39.6,2
412,21.6,9.2,22.0,41.3,2
159,0.1,25.6,93.1,9.2,0
313,15.9,47.6,10.0,38.9,2
426,5.3,36.2,78.9,25.6,0
311,23.1,39.2,90.2,15.0,0
571,24.2,5.7,19.4,4.1,1
189,25.5,47.5,10.7,18.2,2
683,20.0,40.6,40.3,26.6,2
729,29.1,25.7,19.4,32.1,2
108,38.1,38.9,75.4,29.6,1
786,36.2,49.5,35.9,10.4,2
125,11.5,23.4,82.4,23.5,0
145,7.8,44.5,53.5,8.8,1
350,6.6,22.9,0.3,47.3,2
287,27.5,32.7,98.6,31.5,0
367,12.7,0.9,0.0,1.8,1
372,9.2,12.8,80.8,8.4,0
234,26.1,6.6,56.2,22.8,1
216,30.7,32.3,64.8,44.2,2
349,18.3,30.4,52.6,11.4,1
366,4.0,11.3,88.1,49.4,0
667,10.6,3.4,16.8,35.7,2
163,7.4,4.4,29.6,49.0,0
208,0.1,36.3,80.1,30.5,0
761,9.2,20.5,98.1,20.7,0
313,22.9,41.5,53.5,32.5,2
124,34.2,35.9,9.1,23.9,1
593,21.9,14.3,89.0,38.1,0
281,21.9,38.0,67.8,4.8,1
523,17.0,13.1,75.5,20.6,0
378,22.8,22.2,63.0,39.8,0
597,24.2,8.4,59.1,1.3,1
761,2.5,2.8,18.6,2.5,0
337,31.5,49.7,67.5,37.1,2
264,20.5,22.3,20.6,35.5,2
580,35.1,9.1,70.4,40.8,2
739,9.9,43.6,32.6,9.7,2
404,18.3,7.9,48.8,10.3,1
464,20.8,20.3,44.8,46.7,2
489,7.3,45.5,52.1,20.5,0
426,4.8,2.1,96.3,47.4,0
651,11.9,37.8,49.3,26.8,2
639,4.0,11.6,17.6,7.7,0
450,39.1,42.0,77.6,42.5,2
671,27.4,15.5,9.6,48.1,2
117,31.7,31.8,42.6,13.8,1
631,26.8,21.9,9.2,36.1,2
545,6.1,14.3,64.1,9.1,0
344,32.2,37.1,19.3,43.2,2
765,18.7,25.1,53.7,49.5,2
554,27.8,34.3,52.4,45.9,2
301,10.1,39.0,83.5,29.2,0
470,23.8,8.4,9.3,4.0,1
644,19.1,28.8,6.0,28.7,2
163,1.4,26.2,74.1,49.8,0
559,13.0,49.1,50.5,38.4,2
466,30.9,21.9,17.5,49.7,2
619,16.2,4.7,9.1,21.5,1
493,34.1,40.7,13.5,38.0,2
193,18.6,26.7,54.6,4.3,1
354,8.2,44.4,61.2,6.0,0
698,33.9,48.6,7.7,34.7,2
355,9.4,23.6,13.5,20.3,1
220,36.1,0.2,96.8,46.9,1
627,9.6,49.0,67.1,9.4,0
152,15.7,47.3,15.7,46.2,2
56,19.1,6.8,5.4,42.7,1
370,27.4,22.1,18.7,18.3,1
644,13.1,33.9,85.3,39.4,0
58,27.9,38.3,67.6,36.9,2
108,11.0,13.0,92.1,22.6,0
463,35.6,36.5,36.4,42.5,2
110,35.2,7.2,62.1,26.4,1
99,39.1,27.9,6.3,2.9,1
537,29.3,28.7,81.1,36.8,0
144,25.1,12.9,12.5,32.4,1
661,23.9,18.8,97.1,39.8,0
559,39.3,32.5,26.8,42.2,2
123,2.9,41.5,34.2,5.4,1
540,13.1,38.9,54.8,45.3,2
500,28.7,14.8,25.2,11.6,1
768,37.4,30.7,8.6,14.1,2
454,12.1,41.2,26.8,38.9,2
686,9.9,2.2,75.4,8.0,0
222,31.8,18.1,53.2,37.7,1
491,22.1,4.1,51.7,7.2,1
436,14.3,11.0,57.3,33.3,0
424,1.9,27.7,95.8,42.1,0
440,23.0,17.5,92.8,48.4,0
75,31.1,36.4,79.1,43.8,2
552,29.9,35.1,97.3,32.2,0
96,17.9,5.8,19.1,9.9,1
590,4.2,20.0,7.0,23.6,2
255,25.7,19.0,39.2,17.0,1
328,25.6,13.6,91.4,28.6,0
304,21.5,0.9,37.4,12.5,1
607,32.9,47.6,40.8,11.1,2
387,39.7,11.2,60.7,18.2,1
377,15.0,19.0,70.6,12.9,0
553,7.6,3.7,28.9,39.4,0
50,9.6,15.3,17.1,15.9,1
517,25.4,49.0,96.9,40.4,0
319,2.1,34.1,58.4,34.4,0
75,3.6,38.1,40.7,32.8,0
613,2.0,30.2,67.5,13.3,0
561,24.5,34.6,76.5,47.7,2
202,19.6,34.2,18.9,24.4,2
474,35.4,3.0,52.6,15.5,1
713,2.1,39.0,85.1,29.4,0
471,10.2,11.4,48.6,34.5,0
385,26.3,13.2,85.3,21.4,1
558,22.4,42.0,11.1,25.2,2
383,24.9,18.0,86.6,4.9,1
722,9.7,9.9,59.6,5.5,0
105,12.7,37.3,55.7,19.3,1
638,35.1,20.5,46.2,44.9,2
766,25.2,16.9,55.4,34.6,2
326,35.1,4.3,38.7,5.4,1
179,11.6,16.7,44.5,0.3,1
625,30.1,8.1,21.3,1.5,1
80,14.3,28.2,97.7,10.0,0
566,26.4,5.1,73.6,19.4,1
241,3.5,30.7,10.5,36.3,2
78,8.2,2.8,96.4,3.8,1
734,10.8,7.2,27.7,6.9,1
734,9.2,37.9,29.9,39.7,2
728,18.5,14.2,50.5,21.7,0
300,13.1,30.1,72.4,47.9,0
402,20.1,20.0,48.0,33.0,2
433,34.6,41.5,58.2,48.6,2
774,30.8,25.6,16.0,48.4,2
764,11.2,22.3,0.7,2.2,2
780,10.3,40.1,59.9,40.5,0
649,14.4,44.6,17.0,43.5,2
337,26.6,38.0,72.4,1.1,1
599,36.7,44.3,45.8,25.8,2
190,34.6,2.9,46.6,6.4,1
524,35.1,3.4,96.0,29.0,1
548,27.9,27.0,98.4,40.9,0
503,19.9,15.8,90.1,18.3,0
754,33.4,47.6,73.9,30.4,2
180,9.1,41.1,7.0,46.8,2
179,2.0,22.8,95.8,4.8,0
72,34.4,47.7,91.6,34.5,2
683,38.5,9.6,69.8,37.6,2
726,10.3,43.3,44.1,6.2,0
387,33.5,40.8,26.4,35.0,2
79,14.7,27.9,48.7,6.4,1
800,28.5,21.9,61.1,45.5,2
431,23.4,19.9,29.9,8.5,1
726,19.1,15.4,76.2,23.5,0
432,12.2,1.2,73.7,11.4,0
542,5.6,25.9,80.3,35.6,0
213,20.0,23.6,57.5,47.5,2
539,27.9,12.4,73.1,35.5,0
723,23.2,29.7,5.8,6.6,2
705,29.7,23.0,56.2,34.8,2
625,26.0,25.2,86.2,21.3,0
733,10.4,12.5,29.2,23.7,0
362,38.1,19.1,63.3,43.7,2
137,0.5,31.1,11.5,43.7,2
296,14.1,49.3,68.9,5.4,0
553,1.1,42.7,43.1,39.2,0
793,28.5,6.1,18.8,28.1,2
414,34.2,37.3,82.4,47.1,2
315,12.8,16.7,36.1,41.0,2
535,19.7,21.9,55.4,43.0,2
92,8.2,35.0,62.1,36.5,0
210,24.5,48.1,84.8,14.8,1
646,11.2,28.6,95.5,32.1,0
620,27.9,4.2,44.9,34.3,2
488,31.8,12.7,92.0,33.0,0
551,23.3,48.5,10.9,25.0,2
343,32.5,6.4,11.0,3.4,1
765,12.8,3.4,34.3,15.7,0
598,12.2,37.1,0.2,4.6,2
789,0.0,45.9,52.2,48.3,0
740,0.4,39.4,81.0,8.6,0
761,29.2,22.8,64.1,36.9,2
643,26.2,21.8,95.8,33.8,0
442,11.2,0.8,67.2,23.1,0
749,38.1,26.8,76.3,26.6,2
559,36.3,2.7,51.0,15.7,1
452,13.1,49.7,52.7,31.1,2
515,3.3,37.0,10.0,40.9,2
369,38.2,14.1,60.2,14.9,1
553,14.5,8.4,60.4,35.4,0
597,2.9,16.3,98.7,28.1,0
424,21.2,1.4,13.0,12.4,1
536,11.5,33.0,46.7,18.0,0
337,8.2,13.4,29.8,30.9,0
224,27.1,48.0,72.3,4.6,1
709,26.9,49.3,36.1,41.8,2
292,35.6,14.1,95.9,36.2,1
161,33.7,0.2,58.0,23.8,1
375,12.9,1.2,43.5,32.6,0
461,38.8,8.5,82.1,6.8,1
394,39.7,2.5,14.6,49.9,2
110,30.5,42.2,97.4,11.4,1
425,13.9,20.4,28.3,31.4,2
68,33.9,18.4,96.9,32.0,1
480,28.9,1.6,97.2,18.1,1
512,12.2,47.0,9.6,39.7,2
98,6.7,48.8,13.5,14.0,2
391,36.5,1.9,90.5,22.9,1
686,10.2,49.8,57.9,9.1,0
762,19.6,39.2,24.4,23.8,2
89,35.9,44.0,27.0,46.3,2
313,19.1,8.1,10.1,45.9,2
783,14.2,43.6,37.7,1.4,2
195,23.7,25.6,84.8,6.4,1
392,13.2,25.9,60.5,31.9,0
767,10.8,34.0,11.9,25.7,2
598,21.3,42.6,40.2,15.1,2
623,16.2,25.2,34.8,34.5,2
544,25.9,14.2,2.4,20.8,2
267,23.2,20.5,47.7,7.4,1
505,33.0,27.9,32.6,15.9,1
729,1.8,35.1,89.1,14.3,0
519,32.6,7.5,61.7,47.3,2
243,37.5,4.8,26.5,6.5,1
691,3.2,35.4,27.8,18.3,0
82,2.1,37.0,2.6,29.4,2
732,32.2,46.8,91.9,10.0,0
599,37.9,45.1,18.0,41.6,2
52,12.7,3.7,5.1,29.3,1
243,28.8,24.0,95.1,11.8,1
681,3.0,34.5,20.3,3.1,0
443,26.6,24.3,16.8,3.0,1
528,1.0,21.9,14.6,29.6,2
524,28.8,8.9,40.9,40.8,2
368,17.8,6.6,0.5,35.9,2
754,31.5,25.7,57.6,46.0,2
753,34.9,0.1,68.4,4.9,1
480,4.0,22.0,27.0,15.8,0
324,30.5,36.2,26.1,13.8,1
354,23.1,24.4,28.7,22.0,1
396,35.2,29.9,8.3,17.0,2
541,9.9,37.5,81.2,42.2,0
277,38.7,24.6,20.0,42.7,2
692,29.9,37.2,40.4,14.1,2
735,39.7,26.8,89.6,4.3,1
50,17.9,46.8,61.8,3.1,1
559,35.8,41.1,43.9,46.4,2
411,16.1,45.8,54.6,30.4,2
613,38.9,24.7,92.0,32.7,2
675,13.8,30.1,42.3,18.2,2
704,37.7,25.6,59.0,26.3,2
704,17.7,46.1,34.2,47.7,2
228,1.2,19.9,9.8,6.4,1
538,30.8,47.3,2.8,18.1,2
794,27.0,12.7,56.0,48.2,2
579,26.3,41.8,73.4,10.1,0
397,8.7,18.4,10.5,31.8,2
462,38.1,16.4,62.3,5.9,1
225,17.1,5.3,44.1,21.3,1
706,18.8,49.7,26.9,13.4,2
441,17.0,31.3,34.4,36.6,2
222,39.1,4.6,21.8,26.5,1
799,25.8,14.1,91.1,21.3,0
491,35.5,47.5,19.5,48.3,2
137,7.2,18.9,86.0,3.4,0
416,9.2,32.8,0.0,24.3,2
639,24.2,2.7,4.0,15.5,1
149,1.0,47.5,69.9,17.7,0
548,18.2,10.1,57.6,0.3,1
769,31.7,39.9,57.1,5.9,2
691,7.8,10.5,4.8,24.3,2
323,35.1,10.4,6.6,28.8,1
696,38.8,6.2,37.9,23.6,1
411,2.5,24.7,1.8,13.7,2
560,26.4,21.9,23.7,37.4,2
205,10.2,3.3,46.5,27.9,1
353,12.7,27.8,24.7,28.1,2
694,12.5,2.2,5.1,15.5,1
772,34.6,36.5,5.3,7.2,2
426,5.6,16.4,80.1,25.7,0
351,29.4,14.1,32.6,25.6,1
197,15.3,41.8,79.5,28.9,0
637,22.3,45.3,74.4,39.6,2
678,14.7,16.2,12.8,5.5,1
51,39.5,36.2,39.7,31.2,1
303,33.7,11.4,63.3,38.2,1
629,21.4,17.7,20.6,26.2,2
343,16.9,25.4,80.6,26.8,0
627,4.3,13.6,43.6,22.2,0
630,6.4,33.2,6.1,33.0,2
93,36.2,13.4,73.6,7.5,1
530,38.2,42.4,38.2,28.2,2
704,18.9,46.6,47.9,16.4,2
649,23.5,17.0,57.9,34.9,0
572,20.0,3.4,64.1,18.6,0
226,33.0,3.7,82.3,6.9,1
56,17.0,14.4,79.5,12.3,1
637,32.8,25.3,86.8,37.0,0
373,33.1,11.8,87.0,25.6,1
288,37.7,6.0,17.2,31.0,1
312,26.2,12.5,69.2,44.9,0
352,34.6,23.7,60.2,44.2,2
410,11.3,3.7,41.9,8.1,1
185,4.5,15.5,57.0,28.3,0
444,11.6,27.4,96.3,42.0,0
357,12.9,13.0,37.3,16.4,1
617,22.7,16.9,12.7,35.6,2
345,22.7,19.7,64.7,13.3,1
224,20.5,45.6,90.4,39.2,0
499,39.3,42.8,77.3,46.0,2
524,8.9,28.5,23.8,18.0,2
327,24.3,3.4,84.5,19.5,1
368,28.9,19.2,53.1,21.6,1
285,36.2,0.4,16.5,13.1,1
469,27.6,1.2,28.1,19.0,1
411,26.0,48.4,34.8,17.1,2
82,16.3,5.4,95.5,23.7,1
682,3.6,13.6,41.0,45.4,0
62,23.7,11.2,78.9,11.1,1
528,32.5,31.8,98.0,2.9,1
546,20.3,16.0,17.4,41.4,2
178,13.9,27.1,19.7,19.9,1
188,14.5,27.3,31.0,34.2,2
386,23.4,12.0,5.2,40.7,2
610,32.5,12.5,32.1,28.9,2
684,21.5,35.1,30.7,31.8,2
573,2.8,36.9,46.9,6.0,0
739,10.8,9.9,8.8,22.4,2
589,21.7,19.4,61.3,21.9,0
639,20.4,7.9,61.2,43.0,0
83,35.2,41.5,27.7,46.4,2
751,4.3,26.2,49.6,7.0,0
583,35.1,22.6,96.6,25.4,0
635,10.7,31.6,3.8,12.1,2
682,15.9,26.3,35.9,12.0,2
390,8.1,46.3,88.9,19.0,0
744,21.0,32.4,41.3,36.4,2
469,13.7,47.2,84.8,20.0,0
282,4.3,2.2,24.4,18.7,1
659,31.5,2.5,5.2,27.9,2
714,22.2,39.2,63.7,26.0,2
607,28.3,3.8,57.1,33.6,1
557,18.3,39.4,91.9,33.2,0
382,17.5,9.2,97.5,26.2,0
167,3.7,8.5,80.6,10.4,0
